2.447678295839726959e-01 2.452467429300983215e-01 2.457399588155263215e-01 2.461807810547072817e-01 2.466843844486822646e-01 2.471638876483845393e-01 2.476005602516841708e-01 2.481189358309271176e-01 2.485827145076172917e-01 2.490474551538696124e-01 2.495499972795657828e-01 2.499978652118650946e-01 2.504891323954072102e-01 2.509751480517556921e-01 2.514095193264052619e-01 2.519263283060785841e-01 2.523976038985887294e-01 2.528481384920974739e-01 2.533600401998166163e-01 2.538149538455350962e-01 2.542933361618121557e-01 2.547864145215075204e-01 2.552288127991120814e-01 2.557336950455822988e-01 2.562124977517656332e-01 2.566488278758177199e-01 2.571686710133201936e-01 2.576320469505971600e-01 2.580966610637321357e-01 2.585984576118659506e-01 2.590481107460854138e-01 2.595396629044013914e-01 2.600260830080217134e-01 2.604602845976548564e-01 2.609772898817261377e-01 2.614491445219627730e-01 2.618999920193290643e-01 2.624106977620287440e-01 2.628674131622395493e-01 2.633456368235704281e-01 2.638395508780057575e-01 2.642812288731472004e-01 2.647859148080701219e-01 2.652653834190236148e-01 2.657033290217405974e-01 2.662229423747065060e-01 2.666859441009740150e-01 2.671516167962239008e-01 2.676530248141269497e-01 2.681022735142128410e-01 2.685945457854932994e-01 2.690810536775081752e-01 2.695155480787966851e-01 2.700348770216058902e-01 2.705038182813512271e-01 2.709576028155142868e-01 2.714674383891458320e-01 2.719233226461131858e-01 2.724035718560913755e-01 2.728967300077650981e-01 2.733388133219710747e-01 2.738456955213050548e-01 2.743224204262563748e-01 2.747635948746079970e-01 2.752818849930516731e-01 2.757443762637730722e-01 2.762130838736407412e-01 2.767132855425309956e-01 2.771620830410747582e-01 2.776565200876606188e-01 2.781412688784045129e-01 2.785751108817898225e-01 2.790963360605103749e-01 2.795654343621257198e-01 2.800212562769044955e-01 2.805299347880291783e-01 2.809851946590780636e-01 2.814673507138221176e-01 2.819601218087205985e-01 2.824001258190986796e-01 2.829100460492121050e-01 2.833864969361121200e-01 2.838294347436750575e-01 2.843465885024470952e-01 2.848070339693465902e-01 2.852781873929485235e-01 2.857789792121490646e-01 2.862251519399893751e-01 2.867230706619989800e-01 2.872075639806798697e-01 2.876396334471285621e-01 2.881632466807402260e-01 2.886294830261253441e-01 2.890890301182074684e-01 2.895978410836408945e-01 2.900501825424904867e-01 2.905361013428847117e-01 2.910276870460923315e-01 2.914654246966551510e-01 2.919785214437030652e-01
2.453135862222862729e-01 2.457843995147576399e-01 2.462826380537941340e-01 2.467279385176481266e-01 2.472238255396595752e-01 2.477082447160862122e-01 2.481395360549376317e-01 2.486599390455432046e-01 2.491284711459308687e-01 2.495851117385289308e-01 2.500926765178336231e-01 2.505450226748059950e-01 2.510284613921537900e-01 2.515195051194573650e-01 2.519580788679888772e-01 2.524673315206946711e-01 2.529433605369023064e-01 2.533857950767567924e-01 2.539027194380844565e-01 2.543621113084759133e-01 2.548326651585587355e-01 2.553307715892091934e-01 2.557773723406956412e-01 2.562746982601983858e-01 2.567582543900792102e-01 2.571894652168866258e-01 2.577113502515879784e-01 2.581792044135380326e-01 2.586359900604787709e-01 2.591425349159270919e-01 2.595966702876690291e-01 2.600806661190174784e-01 2.605718396463352904e-01 2.610102474718965504e-01 2.615199691199939225e-01 2.619963019849035901e-01 2.624393210160756995e-01 2.629547750660899408e-01 2.634159727038230536e-01 2.638866400381865152e-01 2.643853075163192790e-01 2.648309109805360162e-01 2.653285940463379067e-01 2.658125408819644875e-01 2.662446047964689422e-01 2.667670196787676473e-01 2.672345036425575748e-01 2.676926200108399878e-01 2.681987814524405267e-01 2.686519556216016569e-01 2.691372250237611397e-01 2.696282111404489923e-01 2.700666345220559816e-01 2.705789543256670315e-01 2.710523778229347869e-01 2.714986060301304294e-01 2.720129150130158324e-01 2.724730047535020017e-01 2.729459716316823270e-01 2.734438874707059708e-01 2.738898997652304268e-01 2.743897728253662516e-01 2.748706994517902125e-01 2.753051456616814607e-01 2.758273616169216180e-01 2.762940583711618880e-01 2.767554836492316928e-01 2.772601627402251356e-01 2.777131694843340548e-01 2.782005973917218156e-01 2.786895479039382950e-01 2.791273149997295366e-01 2.796418126843803753e-01 2.801151164695145912e-01 2.805636560524955025e-01 2.810768119857233183e-01 2.815362811023373601e-01 2.820114280178833144e-01 2.825084008342544362e-01 2.829523366339454782e-01 2.834555226730821054e-01 2.839361790435009358e-01 2.843718345192660646e-01 2.848934657001411797e-01 2.853581204126058868e-01 2.858222646970096648e-01 2.863272582376829023e-01 2.867773627548361737e-01 2.872685472858689804e-01 2.877572460880686855e-01 2.881919778603915794e-01 2.887101238784343105e-01 2.891802885018893154e-01 2.896331074222686652e-01 2.901461201091746767e-01 2.906023933573371743e-01 2.910815779667547121e-01 2.915773691534812029e-01 2.920187606856592399e-01 2.925253986413972607e-01
2.459032753854693554e-01 2.463775970715675057e-01 2.468736623311812983e-01 2.473170190555030457e-01 2.478161881554764023e-01 2.482985414075754016e-01 2.487309340197176588e-01 2.492516893291165103e-01 2.497181603091139790e-01 2.501783092953387411e-01 2.506837007952207874e-01 2.511341032126608863e-01 2.516209361022013202e-01 2.521098018109465544e-01 2.525465496834934376e-01 2.530590818042680046e-01 2.535330497000853889e-01 2.539789926335666026e-01 2.544937437154716209e-01 2.549511918463308602e-01 2.554251398686062657e-01 2.559210682806983272e-01 2.563658431562002016e-01 2.568664485437716638e-01 2.573479435532623483e-01 2.577801692873077366e-01 2.583023745289751427e-01 2.587682849513929240e-01 2.592284647705262457e-01 2.597329529814348392e-01 2.601851411031735894e-01 2.606724164025908119e-01 2.611615288095184284e-01 2.615981074680286400e-01 2.621109933973810868e-01 2.625853825227585370e-01 2.630317957261231743e-01 2.635451931315976326e-01 2.640044435193276695e-01 2.644783903217597931e-01 2.649749966795024170e-01 2.654188932283043090e-01 2.659196183237251265e-01 2.664016214198194343e-01 2.668352790681364772e-01 2.673574377442753947e-01 2.678229744580621907e-01 2.682843702944132658e-01 2.687884706156236092e-01 2.692399378693700052e-01 2.697282493011483040e-01 2.702172916783039391e-01 2.706540050728341029e-01 2.711693723911747234e-01 2.716408486384393473e-01 2.720903563137037073e-01 2.726027257696219674e-01 2.730609870012704055e-01 2.735371170198027668e-01 2.740329680085609176e-01 2.744772703160085481e-01 2.749801908908739434e-01 2.754592922995265925e-01 2.758963483727973620e-01 2.764171723735276975e-01 2.768820406189302363e-01 2.773466290373521326e-01 2.778493650909074630e-01 2.783005400351121761e-01 2.787910154572295074e-01 2.792781407516747305e-01 2.797141954030595845e-01 2.802316234409865103e-01 2.807030987172828840e-01 2.811548014406158869e-01 2.816660143364056457e-01 2.821236516531154814e-01 2.826018460833910062e-01 2.830969936819908161e-01 2.835392170372754705e-01 2.840453334296882404e-01 2.845241612912693396e-01 2.849629799073864489e-01 2.854826680508236181e-01 2.859454909633840636e-01 2.864126827625173566e-01 2.869158510854192823e-01 2.873642431581661660e-01 2.878583580424750599e-01 2.883452283358370338e-01 2.887783674141792822e-01 2.892993262291167489e-01 2.897677814798272911e-01 2.902235254877764126e-01 2.907347129569111122e-01 2.911892737606672221e-01 2.916713887233607916e-01 2.921653514012495512e-01 2.926051502394469983e-01 2.931146009920795881e-01
2.464613866093540717e-01 2.469276816522346096e-01 2.474287240912994013e-01 2.478765183689624341e-01 2.483681978762994902e-01 2.488552657729359019e-01 2.492881493242511681e-01 2.498050902567048870e-01 2.502762715329986953e-01 2.507283938760058173e-01 2.512387625553388903e-01 2.516936025261202747e-01 2.521726779699726695e-01 2.526665261763070269e-01 2.531074383175779263e-01 2.536124827318563812e-01 2.540911609239701052e-01 2.545290772142336788e-01 2.550488054755897238e-01 2.555106911597903041e-01 2.559768817363776705e-01 2.564777926460588553e-01 2.569267317902847458e-01 2.574198494713600960e-01 2.579060547771470646e-01 2.583388778178848932e-01 2.588574362890932457e-01 2.593277842648523679e-01 2.597802066382976505e-01 2.602894001228165943e-01 2.607460297372581337e-01 2.612258173301791886e-01 2.617196400334030892e-01 2.621603866537888794e-01 2.626660551574991898e-01 2.631448818362179254e-01 2.635835375938945790e-01 2.641016402729793322e-01 2.645653321534122138e-01 2.650317912493482253e-01 2.655331079033871333e-01 2.659808942052453995e-01 2.664746800838432295e-01 2.669611207332788227e-01 2.673941368241090077e-01 2.679138848856570942e-01 2.683838630921466795e-01 2.688377712220016980e-01 2.693465818395083256e-01 2.698019388463110402e-01 2.702833110612664069e-01 2.707767909917633276e-01 2.712173975862912090e-01 2.717258195325564785e-01 2.722017372725239470e-01 2.726437572412920840e-01 2.731605595233178030e-01 2.736229879782113850e-01 2.740919480829263621e-01 2.745924673220203061e-01 2.750406628294656541e-01 2.755366380322556985e-01 2.760199029710020957e-01 2.764538464211966917e-01 2.769750061272235331e-01 2.774440415958712713e-01 2.779014138689436253e-01 2.784085866879679183e-01 2.788639325485692821e-01 2.793474625986112070e-01 2.798387514231502338e-01 2.802787020320858802e-01 2.807894571946823459e-01 2.812650996942239745e-01 2.817095862722073796e-01 2.822252359334661009e-01 2.826870441665725320e-01 2.831582932247727613e-01 2.836576043534663194e-01 2.841037236663017107e-01 2.846031671833840759e-01 2.850861622682103746e-01 2.855189495125182719e-01 2.860418896478839623e-01 2.865088834768411141e-01 2.869691299038991672e-01 2.874764617568947855e-01 2.879287497871924062e-01 2.884161917961708954e-01 2.889072293127780688e-01 2.893439889466470349e-01 2.898585478261770931e-01 2.903308955874971398e-01 2.907799726291581122e-01 2.912953236283866154e-01 2.917537803896934623e-01 2.922292224770566271e-01 2.927273523781905862e-01 2.931707717719146955e-01 2.936738225891399878e-01
2.470402865168487561e-01 2.475100257619850530e-01 2.480089346850632703e-01 2.484548207868504111e-01 2.489497139438922035e-01 2.494347620930868203e-01 2.498661536351696189e-01 2.503860135732730030e-01 2.508551714404933519e-01 2.513107379857563162e-01 2.518189731491027317e-01 2.522719049440082517e-01 2.527543124585363010e-01 2.532460224964580009e-01 2.536851421689087505e-01 2.541934060484244418e-01 2.546700608314648173e-01 2.551114213239841222e-01 2.556290160693535651e-01 2.560889935776782256e-01 2.565585162249412465e-01 2.570572889662098293e-01 2.575044356416155700e-01 2.580007727879281010e-01 2.584849546846417212e-01 2.589162787279000733e-01 2.594376468828570870e-01 2.599060866827403449e-01 2.603618411268612265e-01 2.608690155962646862e-01 2.613237335885889023e-01 2.618067406467472491e-01 2.622985399408978013e-01 2.627374908616119109e-01 2.632462657512630311e-01 2.637231842541058469e-01 2.641651720824582106e-01 2.646812557464275351e-01 2.651430360047429824e-01 2.656127145659162858e-01 2.661120078108817899e-01 2.665581184279260385e-01 2.670548906776070153e-01 2.675394231511667997e-01 2.679714121652070347e-01 2.684935003591052416e-01 2.689615669434774481e-01 2.694186945385697030e-01 2.699254817470030376e-01 2.703791630689916792e-01 2.708635216550302482e-01 2.713550934096512490e-01 2.717940213039037878e-01 2.723054350060046258e-01 2.727794411238547156e-01 2.732246805578602000e-01 2.737395787994997276e-01 2.742002122008920795e-01 2.746722313399871385e-01 2.751707697399082830e-01 2.756172865470782329e-01 2.761162535057038458e-01 2.765977266218003217e-01 2.770317610174642953e-01 2.775540254034055132e-01 2.780212658185519103e-01 2.784817433575365042e-01 2.789870086899332025e-01 2.794405562661818609e-01 2.799270780720594098e-01 2.804165750739484042e-01 2.808548445702396812e-01 2.813684764708642705e-01 2.818423239169046135e-01 2.822899157608002585e-01 2.828036579354314406e-01 2.832636678841851663e-01 2.837379086982209087e-01 2.842354280042645454e-01 2.846798662044555672e-01 2.851821864595659450e-01 2.856633864908910136e-01 2.860981099852465959e-01 2.866203116498493020e-01 2.870855071944536929e-01 2.875487453773473145e-01 2.880542854076930115e-01 2.885048923253462072e-01 2.889952110723528755e-01 2.894844535354587078e-01 2.899196496160937886e-01 2.904369698281424328e-01 2.909076394922793796e-01 2.913595881026062595e-01 2.918731472791848414e-01 2.923299229278473188e-01 2.928082417532386073e-01 2.933045766008712252e-01 2.937464324413614492e-01 2.942522445911053275e-01
2.476105219601054674e-01 2.480723066148767531e-01 2.485761480842000881e-01 2.490264318201436400e-01 2.495139111481048388e-01 2.500036231548184995e-01 2.504388410074231963e-01 2.509515810500714816e-01 2.514254068837500911e-01 2.518730188386480440e-01 2.523861865482395772e-01 2.528435159773015362e-01 2.533182357532531848e-01 2.538148835581897078e-01 2.542581300007499823e-01 2.547589735252229759e-01 2.552402962747215009e-01 2.556738228786067380e-01 2.561962294684904107e-01 2.566606046109714545e-01 2.571224395196580748e-01 2.576261500279414807e-01 2.580774234734568018e-01 2.585663402647267461e-01 2.590551901278984048e-01 2.594903478646087835e-01 2.600048602819939325e-01 2.604776977160335738e-01 2.609257644215781102e-01 2.614376019267127260e-01 2.618967214204301341e-01 2.623723081235458388e-01 2.628687753841544850e-01 2.633118567005127697e-01 2.638134791503998766e-01 2.642947952873991313e-01 2.647290954315355549e-01 2.652498420768755194e-01 2.657160238365842697e-01 2.661782820427148200e-01 2.666822432541385290e-01 2.671322085687340420e-01 2.676221040767439163e-01 2.681110341844600287e-01 2.685462296563983497e-01 2.690620866895532814e-01 2.695345547753187354e-01 2.699842620153682926e-01 2.704957171902597213e-01 2.709532532097997382e-01 2.714307350541670938e-01 2.719267044429445335e-01 2.723694904185805510e-01 2.728740213364526657e-01 2.733524289556959475e-01 2.737902480346586787e-01 2.743095392697704749e-01 2.747743023417000829e-01 2.752393720758270490e-01 2.757423807732015120e-01 2.761927556617549961e-01 2.766848398361518302e-01 2.771704389972510785e-01 2.776064005916695221e-01 2.781239858736763160e-01 2.785953559593599693e-01 2.790486823154324503e-01 2.795583445085382257e-01 2.800160253808586241e-01 2.804956644025073942e-01 2.809892874493992165e-01 2.814314177341397660e-01 2.819384369411350177e-01 2.824164140577126170e-01 2.828568547186962601e-01 2.833749937540364083e-01 2.838391369988619295e-01 2.843064950286689485e-01 2.848081403797152467e-01 2.852564393683556521e-01 2.857521469298367478e-01 2.862374766316990171e-01 2.866705525506426655e-01 2.871916474684543252e-01 2.876609763091305116e-01 2.881173317077952989e-01 2.886269977831437683e-01 2.890814654892462920e-01 2.895651715426236228e-01 2.900585436762667668e-01 2.904973276026645568e-01 2.910083056467474560e-01 2.914828327155015164e-01 2.919281744330542439e-01 2.924458596546355982e-01 2.929064960917474036e-01 2.933782022235094100e-01 2.938786667416792286e-01 2.943241104279322173e-01 2.948235804097102952e-01
2.481788312284956832e-01 2.486439970758339280e-01 2.491457440606119900e-01 2.495941545296539998e-01 2.500847887154567517e-01 2.505725179248402545e-01 2.510059761008054391e-01 2.515218767104360209e-01 2.519937161521402791e-01 2.524447092996052189e-01 2.529557825246514513e-01 2.534112386868118127e-01 2.538892295751327688e-01 2.543837783282114628e-01 2.548252650941322250e-01 2.553292691855875152e-01 2.558086055431116890e-01 2.562453926378330249e-01 2.567658254449022848e-01 2.572283273204818421e-01 2.576934333415376588e-01 2.581950447979632357e-01 2.586445585668389890e-01 2.591366359250912299e-01 2.596234993962885929e-01 2.600568942846145926e-01 2.605744562584058066e-01 2.610454204255439059e-01 2.614967582434576943e-01 2.620066136701910131e-01 2.624638565138123769e-01 2.629426037839103225e-01 2.634370846525447285e-01 2.638784031205185787e-01 2.643830751268117507e-01 2.648625179969094634e-01 2.653000891990546228e-01 2.658188538203538620e-01 2.662831589299665125e-01 2.667485777030793037e-01 2.672505525225287171e-01 2.676988728079950364e-01 2.681917000531557349e-01 2.686787568939703608e-01 2.691123043764843126e-01 2.696310984330315685e-01 2.701016898687009782e-01 2.705545576757327764e-01 2.710640264586499093e-01 2.715199174490606771e-01 2.720003310305789679e-01 2.724944271524548656e-01 2.729355651386664583e-01 2.734430330799308972e-01 2.739195640490781902e-01 2.743605436950232179e-01 2.748779657230668860e-01 2.753409665809610218e-01 2.758089680522389231e-01 2.763101034827118441e-01 2.767588303818409035e-01 2.772538515796301173e-01 2.777376916984387600e-01 2.781720107223081828e-01 2.786924123269726716e-01 2.791620201986209082e-01 2.796183950115612715e-01 2.801261846144044165e-01 2.805821001009445315e-01 2.810646761459856813e-01 2.815565401505868981e-01 2.819970200776668601e-01 2.825068633944314289e-01 2.829830782969736114e-01 2.834265674148250258e-01 2.839428338599025992e-01 2.844052117189478923e-01 2.848755067721472356e-01 2.853753930809030392e-01 2.858220417118828016e-01 2.863205733831331590e-01 2.868041408709600115e-01 2.872367051510374414e-01 2.877594875743205161e-01 2.882270510292163634e-01 2.886863434512735860e-01 2.891942504843314499e-01 2.896470678327734416e-01 2.901335979959200340e-01 2.906252079155277057e-01 2.910624568929939815e-01 2.915761457526136469e-01 2.920490254240022954e-01 2.924971861765325865e-01 2.930131123558233353e-01 2.934720984352744977e-01 2.939466286768057657e-01 2.944453309809401675e-01 2.948892397182616421e-01 2.953914205155764860e-01
2.487609654116793856e-01 2.492182473911978280e-01 2.497248831130709223e-01 2.501776520341180698e-01 2.506609383793174106e-01 2.511532899731334090e-01 2.515908381129395854e-01 2.520994505785432160e-01 2.525758503353239814e-01 2.530189596149691189e-01 2.535349215771103837e-01 2.539947361912759383e-01 2.544651077611270740e-01 2.549645503765045618e-01 2.554101271062664269e-01 2.559067769506134793e-01 2.563907397262953913e-01 2.568224376741372605e-01 2.573449644973612171e-01 2.578118248249458566e-01 2.582693115275320750e-01 2.587758168462563346e-01 2.592294205789731909e-01 2.597141436901172495e-01 2.602056335794723507e-01 2.606431219908086350e-01 2.611535953108647945e-01 2.616289179300079759e-01 2.620726364294520550e-01 2.625871134338728097e-01 2.630487185259465788e-01 2.635201115489363421e-01 2.640192188357284309e-01 2.644646308267126211e-01 2.649622141792706831e-01 2.654460155013735334e-01 2.658777415881757311e-01 2.663993535840356586e-01 2.668680209421006588e-01 2.673260854681053234e-01 2.678326867057124194e-01 2.682849483212489949e-01 2.687708391056147228e-01 2.692622543984344308e-01 2.696996254921268377e-01 2.702115981967133651e-01 2.706865518808351245e-01 2.711320654407587960e-01 2.716461606418336117e-01 2.721058719215315724e-01 2.725794700830379558e-01 2.730779246569189356e-01 2.735228862543090944e-01 2.740235328436126938e-01 2.745044260612123366e-01 2.749384976208161246e-01 2.754598273843613110e-01 2.759269210534319172e-01 2.763881071046978555e-01 2.768936009871759141e-01 2.773461514974834841e-01 2.778343513433119139e-01 2.783223063172842737e-01 2.787604182195771996e-01 2.792742739882670966e-01 2.797479746710918036e-01 2.801972620641424161e-01 2.807094093597012341e-01 2.811694212165871121e-01 2.816451759096674778e-01 2.821411291662759280e-01 2.825854353620474435e-01 2.830887250557259094e-01 2.835690327694444512e-01 2.840054344674061704e-01 2.845260586051994167e-01 2.849925328345904174e-01 2.854560065358290322e-01 2.859599820965919026e-01 2.864104569962633295e-01 2.869024350444275839e-01 2.873900953434308514e-01 2.878251887772186324e-01 2.883427123196172781e-01 2.888143721448589440e-01 2.892668432149553825e-01 2.897788395000204242e-01 2.902354831171539695e-01 2.907154596572144589e-01 2.912111623879986011e-01 2.916519671054019769e-01 2.921593704979104089e-01 2.926362175400483157e-01 2.930776859402143830e-01 2.935977013715123096e-01 2.940605137196550811e-01 2.945284903381001351e-01 2.950312854534110629e-01 2.954787499306696930e-01 2.959746452608733591e-01
2.493188788149094393e-01 2.497794801361261918e-01 2.502840596870626322e-01 2.507349896081665919e-01 2.512213731005938921e-01 2.517117781676365684e-01 2.521475988198981777e-01 2.526592479343541253e-01 2.531337637385540629e-01 2.535801923598975383e-01 2.540940981511021213e-01 2.545520737653244603e-01 2.550256566103313860e-01 2.555230385710077212e-01 2.559668878132250192e-01 2.564666404095055641e-01 2.569486531295254728e-01 2.573813631229217580e-01 2.579041410713529547e-01 2.583691623989944341e-01 2.588298603767363315e-01 2.593343050407595496e-01 2.597861812859317832e-01 2.602740071490093343e-01 2.607635469827023766e-01 2.611993047927688716e-01 2.617127718848564766e-01 2.621862555040564979e-01 2.626331852786563670e-01 2.631457164620815692e-01 2.636054792329051155e-01 2.640799750078284269e-01 2.645771322389585123e-01 2.650208136286728577e-01 2.655213907532624207e-01 2.660033530754220554e-01 2.664366558928467632e-01 2.669579566122443626e-01 2.674247816490593066e-01 2.678859489269974081e-01 2.683906001089425009e-01 2.688411311232091760e-01 2.693300156796064049e-01 2.698195919724829528e-01 2.702553452227942632e-01 2.707702012249221246e-01 2.712433125877937723e-01 2.716919288996508808e-01 2.722040740450636931e-01 2.726621703875241054e-01 2.731386466570295823e-01 2.736352622309674576e-01 2.740786059849764644e-01 2.745821358718214533e-01 2.750611867681709288e-01 2.754979149189413223e-01 2.760178558288786665e-01 2.764832195194244502e-01 2.769472836786895931e-01 2.774509385612244361e-01 2.779018712281509096e-01 2.783929543715206734e-01 2.788791568775370044e-01 2.793156742146903904e-01 2.798323024327844522e-01 2.803042731370843366e-01 2.807565532227416782e-01 2.812668621826187598e-01 2.817251409472545376e-01 2.822037789378762374e-01 2.826980053296851425e-01 2.831406913571606343e-01 2.836467535002432094e-01 2.841253312354370397e-01 2.845647256260054325e-01 2.850835114281168869e-01 2.855482525652578429e-01 2.860146095640377362e-01 2.865168582600012281e-01 2.869657129913764648e-01 2.874604634889448840e-01 2.879463938094234399e-01 2.883799803725162203e-01 2.889001651425348594e-01 2.893700918755263696e-01 2.898254462431641421e-01 2.903357156634296943e-01 2.907907391122671048e-01 2.912734881017318145e-01 2.917674608539911341e-01 2.922067587006995648e-01 2.927168233208279902e-01 2.931919372707156857e-01 2.936362889684231425e-01 2.941545775349215242e-01 2.946157697147682719e-01 2.950865187826175462e-01 2.955875839194036514e-01 2.960335415259672254e-01 2.965320980837908293e-01
2.499126909545434372e-01 2.503654778265681502e-01 2.508749031131586871e-01 2.513301530265279471e-01 2.518092534501878976e-01 2.523042401932198975e-01 2.527441146816638007e-01 2.532486955347438840e-01 2.537275758781880053e-01 2.541661900503394134e-01 2.546849415771981762e-01 2.551472371836858155e-01 2.556132678688567417e-01 2.561155005965910503e-01 2.565634036749906421e-01 2.570558669132489982e-01 2.575424652691594152e-01 2.579756698970237516e-01 2.584949844974490096e-01 2.589643258173557894e-01 2.594174716352616872e-01 2.599267670663428786e-01 2.603826971476974061e-01 2.608632336527527129e-01 2.613573591223363746e-01 2.617971742626155063e-01 2.623036153109525315e-01 2.627814189224178532e-01 2.632207965371816671e-01 2.637380395955500889e-01 2.642019950946707940e-01 2.646692015115718055e-01 2.651709443785924547e-01 2.656186830985194924e-01 2.661122341793584756e-01 2.665985164937834662e-01 2.670310421415558189e-01 2.675501487547788382e-01 2.680212975108248741e-01 2.684751754307408422e-01 2.689844122485764433e-01 2.694390005930558663e-01 2.699208591057025153e-01 2.704147553908443080e-01 2.708542984176730561e-01 2.713623933674566002e-01 2.718398284495593398e-01 2.722811554033943149e-01 2.727978861846976355e-01 2.732597690425804249e-01 2.737294900831256372e-01 2.742304256493288683e-01 2.746775591798553129e-01 2.751743280143559289e-01 2.756577026299365518e-01 2.760909289901682384e-01 2.766113978525283623e-01 2.770808181744807697e-01 2.775381271047856480e-01 2.780461019795857913e-01 2.785008244230297580e-01 2.789851465140551490e-01 2.794755828860084890e-01 2.799157118799945332e-01 2.804258444564341479e-01 2.809018717921406560e-01 2.813471270453113404e-01 2.818617843747545648e-01 2.823240941421333861e-01 2.827959710804106574e-01 2.832942506095957880e-01 2.837407290224648326e-01 2.842402955238929052e-01 2.847229298904933592e-01 2.851563025763678705e-01 2.856784044975587133e-01 2.861472057601366914e-01 2.866068017065722118e-01 2.871131035399118736e-01 2.875657506566806632e-01 2.880540055125945798e-01 2.885439924644797594e-01 2.889811032536388491e-01 2.894950582119765747e-01 2.899690450704051625e-01 2.904176383856986177e-01 2.909319609433402842e-01 2.913907767775713031e-01 2.918670301253815103e-01 2.923650595090474535e-01 2.928078815818222491e-01 2.933117163902697055e-01 2.937908904655945341e-01 2.942284811109575071e-01 2.947508228148321696e-01 2.952158073800724147e-01 2.956800608062672420e-01 2.961851825744599154e-01 2.966346644070899097e-01 2.971269911532325447e-01
